id,sitio+variante,Espesor_1,Espesor_2,Espesor_3
34,sitio2_variante34,2.5016671182335344,18.341333231883063,55.215843980747124
35,sitio2_variante35,2.6395785608548143,14.956142783390007,47.62977351022592
36,sitio2_variante36,3.3089090695497543,9.180870750572067,44.193167506083704
37,sitio2_variante37,1.5630870104086991,18.860918193641282,37.49544170728173
38,sitio2_variante38,2.5455852164119985,22.482684837325145,57.779080533285835
39,sitio2_variante39,1.599887953664225,5.454982161717142,55.844225803632135
40,sitio2_variante40,1.321563927264366,5.273560450742964,62.55954942300151
41,sitio2_variante41,3.129148977923712,6.509444856843373,35.79579576637099
42,sitio2_variante42,1.4900692805762044,18.224461782698228,33.44478806702571
43,sitio2_variante43,1.4336094851887988,22.93449604226794,59.32856245599616
44,sitio2_variante44,1.5926453824746547,11.680872380214097,43.1640825042805
45,sitio2_variante45,3.3487263313563247,17.44582238902231,56.441261969437896
46,sitio2_variante46,1.3166923303881477,20.139130936984277,46.436888097396896
47,sitio2_variante47,3.076471832170485,11.058623139385787,61.305809760501546
48,sitio2_variante48,2.743254863379704,11.615089814008494,36.91881888998434
49,sitio2_variante49,2.9309055011584375,19.819988134190787,39.392969194883435
50,sitio2_variante50,2.0727022554527523,12.551926043118518,35.117902183063315
51,sitio2_variante51,2.685859660199627,5.620804735643386,51.98575844541336
52,sitio2_variante52,2.60540290422703,15.856336628693127,44.99801284640307
53,sitio2_variante53,1.6246659249534876,7.084761629230057,46.903717176662205
54,sitio2_variante54,1.596355135451176,19.07097461269204,37.595931057106334
55,sitio2_variante55,3.1549988881397786,13.892138525250797,47.990082076027655
56,sitio2_variante56,1.434982772120794,18.65245000020572,44.694824120994376
57,sitio2_variante57,2.2724320345788644,11.851795714754541,41.728215169168216
58,sitio2_variante58,3.134744081484363,12.45625804373618,61.17512830750995
59,sitio2_variante59,2.6775301225969246,14.778097353294761,61.443471862153814
60,sitio2_variante60,2.4538247389864662,10.817507064108351,62.32515416980714
61,sitio2_variante61,1.9401152759753537,21.240938010958075,33.81150994529141
62,sitio2_variante62,2.4714305973491353,6.581120690363873,46.61629622950202
63,sitio2_variante63,3.0086463495702116,13.323029699544216,63.47075320658943
64,sitio2_variante64,2.4772441317670606,22.731243743966925,62.67397040474609
65,sitio2_variante65,1.5554940936331294,22.27336106362305,53.38348968549165
66,sitio2_variante66,3.2175038081704415,14.51123525266728,42.396833684201134
67,sitio2_variante67,1.6085736977511307,14.715874882366458,34.80312129136314
68,sitio2_variante68,3.4647681603502205,10.372991999538211,54.622736504266804
69,sitio2_variante69,2.7190978128417074,16.418098867066362,53.423779987789906
70,sitio2_variante70,3.1786560592093442,16.26422207301645,65.67604437454852
71,sitio2_variante71,1.475397208319172,20.76126215182304,54.00132692807892
72,sitio2_variante72,3.267489890061982,16.96035718490269,42.3175866463503
73,sitio2_variante73,3.1455275117373795,10.513200685096106,48.97568643886747
74,sitio2_variante74,3.2049336046789714,7.120438863392565,60.7148794591777
75,sitio2_variante75,2.527924356087861,14.256045336163417,64.97164066852172
76,sitio2_variante76,3.446505784715832,18.313255565673693,47.38891739439167
77,sitio2_variante77,2.321852149205517,6.663417543191274,49.349709178935285
78,sitio2_variante78,2.96809100584447,14.650101956965221,56.05056082868287
79,sitio2_variante79,2.561667879982147,18.775752963479917,54.56744060035357
80,sitio2_variante80,2.820281467758643,22.790224605489694,39.15435539742493
81,sitio2_variante81,1.4291648697994725,21.21657456572696,64.6020421923579
82,sitio2_variante82,2.9960362933005116,15.028770157830017,45.92123413143534
83,sitio2_variante83,2.9813722275393397,12.169381243445292,35.93952485853763
84,sitio2_variante84,2.7509077509865754,8.053667949403495,60.38600737546103
85,sitio2_variante85,2.312960591299502,16.05793947498774,54.59540097643062
86,sitio2_variante86,1.6601237887411662,13.936505832136177,62.934028189800955
87,sitio2_variante87,1.8210436363733766,5.405211474666929,63.74342415328099
88,sitio2_variante88,2.5337702418638903,12.287431674537821,63.30377226888615
89,sitio2_variante89,2.663174902955472,8.544049829886518,62.601518765890674
90,sitio2_variante90,1.8636184546869963,16.488931791825998,65.06008007305336
91,sitio2_variante91,2.9776034534404903,9.359615447398983,64.81735511069249
92,sitio2_variante92,1.9237032221085943,16.152665166803132,63.58026769120418
93,sitio2_variante93,3.0089799614933215,10.667702964554884,65.49402862125797
94,sitio2_variante94,2.4034264810184744,7.780484627665729,41.08397827355354
95,sitio2_variante95,2.3628131711698264,16.993540700638796,34.6564039356524
96,sitio2_variante96,3.113272974659171,20.77717928205677,49.83189762469632
97,sitio2_variante97,2.844550192436775,22.615971116498365,47.06878788246718
98,sitio2_variante98,2.5088108651934973,19.572233547579373,46.847718575510356
99,sitio2_variante99,1.8630778900371086,11.208545134559813,59.3442378153194
100,sitio2_variante100,1.986023800665477,19.51119026599725,49.705216427086285
101,sitio2_variante101,2.083458579344651,11.923881852494862,42.53144940360971
102,sitio2_variante102,2.8529879908065543,5.560615943941055,55.298441891158674
103,sitio2_variante103,2.0710961141441366,9.423194467003553,58.533248276178504
104,sitio2_variante104,2.863614400560343,12.261741249068997,58.484903995921954
105,sitio2_variante105,2.4164734445437226,17.038591447911717,63.60517411326885
106,sitio2_variante106,2.375579447958801,8.764790791231128,61.94308156647176
107,sitio2_variante107,1.6661587076976387,7.437768073606284,51.710863117722596
108,sitio2_variante108,3.320655346274804,21.90730000960817,51.05986988081863
109,sitio2_variante109,3.110183979469631,15.786100735552544,51.854094383901696
110,sitio2_variante110,3.3780031483412376,20.014841970210135,59.861777039762046
111,sitio2_variante111,2.2722528210166226,9.772565401066705,45.21965285538477
112,sitio2_variante112,3.4062045970408956,15.786197203428266,40.47766080651702
113,sitio2_variante113,1.960321842727148,14.972856202419687,49.96985727623983
114,sitio2_variante114,3.4455228627217585,10.140147377568773,38.958670760815885
115,sitio2_variante115,3.04199088766436,19.327778760177097,45.03624820419222
116,sitio2_variante116,2.5986037322430997,5.97114228578324,34.47982012676466
117,sitio2_variante117,1.64413587326311,15.741304488847945,44.62673235987542
118,sitio2_variante118,1.9236939199963516,5.544556796954504,47.41135431331692
119,sitio2_variante119,1.9925027534751738,14.591849856195923,51.331421311488626
120,sitio2_variante120,3.3806434218864423,5.116485084296614,32.31642827788343
121,sitio2_variante121,2.649846149985784,7.44905837358905,65.414345842965
122,sitio2_variante122,2.7506538377657117,14.64486514845452,42.21197067500744
123,sitio2_variante123,2.843301245368478,9.258435100257834,62.934893693802536
124,sitio2_variante124,1.9019395413738875,22.119608942978488,53.396956399345925
125,sitio2_variante125,3.312863440587627,12.932078449990005,54.95083175719968
126,sitio2_variante126,2.35150613757007,8.541750128105335,48.3326219736375
127,sitio2_variante127,2.289772799590021,21.891679584816906,65.92826425335019
128,sitio2_variante128,2.562340549371701,12.3227433464343,64.29390160956811
129,sitio2_variante129,1.9333054522071573,21.49038109869635,60.700065194807465
130,sitio2_variante130,2.9534306227812963,10.541290520729124,60.50971021556478
131,sitio2_variante131,3.2832314993668525,10.250062438844608,63.71362295774996
132,sitio2_variante132,1.3358125331760637,10.968681681453333,53.04377180074033
133,sitio2_variante133,1.5942187953783056,14.394423263850243,51.32693653425773
134,sitio2_variante134,2.054663829453063,15.233977958972257,48.99895622044562
135,sitio2_variante135,2.7304895424229256,15.97136818863748,59.5161832072353
136,sitio2_variante136,1.39332133925286,22.773497346573894,51.70865973593101
137,sitio2_variante137,2.831870819501272,9.32622496608139,61.74500580974951
138,sitio2_variante138,3.3494756906167593,11.14371348517188,35.7447114832094
139,sitio2_variante139,2.785761958973585,14.319640360450308,61.31532599363378
140,sitio2_variante140,1.5452986022330677,15.857832935990746,49.08782379814663
141,sitio2_variante141,3.006114133713587,9.302851932153946,54.38384779636873
142,sitio2_variante142,1.5168620913352115,16.078389829834542,63.230548636535886
143,sitio2_variante143,1.4077566832800643,22.23808484687826,39.486879380404545
144,sitio2_variante144,2.960606310471447,19.0166361519156,36.992821385861355
145,sitio2_variante145,1.598411052267801,14.686612389349909,57.476842528752066
146,sitio2_variante146,2.7868782159928918,21.61120371190543,63.71687686913086
147,sitio2_variante147,2.6800720435188277,7.5894899929153965,51.237051962684305
148,sitio2_variante148,1.943516705451412,5.02721633838018,33.51239283935232
149,sitio2_variante149,3.2671116398892175,9.416711745303688,62.839460770022825
150,sitio2_variante150,2.176403739244849,11.625531416769075,35.465765119570975
151,sitio2_variante151,1.3855995059969324,16.57563775712356,39.50459557150752
152,sitio2_variante152,2.0307686290307596,10.070045862463715,54.26622680325258
153,sitio2_variante153,3.222994750140704,10.06075804283595,42.60359813999587
154,sitio2_variante154,1.8574418967057396,8.598709306538206,41.15600209076037
155,sitio2_variante155,1.943611527115852,6.334376818817244,62.449038454407884
156,sitio2_variante156,2.871864433382564,21.409943190627242,64.81568399424093
157,sitio2_variante157,2.4354691359175256,18.64505432726515,41.75854098027513
158,sitio2_variante158,1.3938464780982955,11.201166661940354,34.1652472231221
159,sitio2_variante159,2.0250198020035013,6.513265751974869,46.749840245054195
160,sitio2_variante160,2.1698459330967514,6.622017284138956,40.02053325041307
161,sitio2_variante161,1.5020279062470587,9.32657434151524,51.5342475359882
162,sitio2_variante162,3.369454292518385,15.586110613956809,32.738591687253034
163,sitio2_variante163,3.0231634541471637,19.727754532264342,43.94757996367439
164,sitio2_variante164,2.350736416075395,13.012073585919332,51.57134741494656
165,sitio2_variante165,3.4011923676666482,14.469589894702729,62.47698293518144
166,sitio2_variante166,3.311613581629734,15.324325525872101,56.62954601055915
167,sitio2_variante167,2.672745622093516,21.86346891974377,35.80386904565913
168,sitio2_variante168,1.3339187599109408,6.367300014648826,36.6262222284342
169,sitio2_variante169,1.8684990091547693,7.273525841092313,52.720194085846856
170,sitio2_variante170,2.359864831082037,12.110204608700283,54.616248230794326
171,sitio2_variante171,2.6176286870097027,15.855663352789035,41.55275538199642
172,sitio2_variante172,2.194564221837015,14.316733800517191,48.52563673241495
173,sitio2_variante173,1.30599398550796,10.09896840471468,35.71225478224692
174,sitio2_variante174,1.8467322958501264,21.0122555926461,47.692275143620066
175,sitio2_variante175,1.859254093046887,14.077331081515668,38.80743499564504
176,sitio2_variante176,2.1262214973257687,17.23263847726043,38.49526794315296
177,sitio2_variante177,2.2588667530654103,19.558225462038898,47.83743073960767
178,sitio2_variante178,2.2156914037248945,11.360452928651602,36.57264593454642
179,sitio2_variante179,1.6306519174137202,8.945307564474087,65.26601912668943
180,sitio2_variante180,2.5921755121230934,6.873917620358591,63.760053274886175
181,sitio2_variante181,2.007586623933022,21.348800946373835,39.17568632890999
182,sitio2_variante182,2.552090390142875,8.63692100858537,33.476931852396376
183,sitio2_variante183,2.4420133642285,15.372795032735965,35.47883950183561
184,sitio2_variante184,2.6940185157452294,18.75427168640192,46.10084514119749
185,sitio2_variante185,1.9924533701849603,18.302803184746004,56.68331999335598
186,sitio2_variante186,3.3563360256007506,6.410705789287234,45.17698541015872
187,sitio2_variante187,1.538745159950206,8.335677742297818,49.085358463943436
188,sitio2_variante188,2.189593122019475,18.247519313433237,37.35279361397662
189,sitio2_variante189,3.2663825282718975,9.768967035133954,64.95965572952902
190,sitio2_variante190,3.117166420956214,7.811855494479645,39.34228405204696
191,sitio2_variante191,3.1551972098898675,17.816064453233174,47.46631328041106
192,sitio2_variante192,3.43167193388034,7.104421842551638,32.95983690540199
193,sitio2_variante193,3.2904723308485675,4.945475774114044,62.60517397634037
194,sitio2_variante194,2.369614597931488,17.485422973382715,63.174867715922616
195,sitio2_variante195,2.318356231529071,6.872323399654531,36.88795242601207
196,sitio2_variante196,2.7913698332582206,14.401582053943816,54.6972531485885
197,sitio2_variante197,3.1574482864040503,7.550119628876915,34.75579301591041
198,sitio2_variante198,3.157158240171893,4.968875817528648,47.14947614426566
199,sitio2_variante199,1.5109619616754628,10.87019464301923,40.4796257855324
200,sitio2_variante200,2.8674467656590625,13.49825364913959,56.48574022746226
201,sitio2_variante201,2.3584229537271084,16.71641123798296,58.116386690636745
202,sitio2_variante202,1.7096747561754597,15.201979280048873,41.2204156662038
203,sitio2_variante203,1.9633066257849885,9.489673460019842,47.75723496545901
204,sitio2_variante204,2.4109627120882253,6.5165784995434555,65.60106883154177
205,sitio2_variante205,2.0397229897722307,21.048517005047575,64.0380641306012
206,sitio2_variante206,2.6736492402898344,22.359588684383315,63.0429115930813
207,sitio2_variante207,2.0354623495486104,22.24769884470173,48.87431991383112
208,sitio2_variante208,1.589527954771106,21.30257303991078,57.00319312672845
209,sitio2_variante209,2.8564316505429086,8.418881260732825,61.98950307875014
210,sitio2_variante210,3.3756476953836216,19.82163735875485,34.29918742403179
211,sitio2_variante211,2.5391020573185106,4.838060459201556,62.59968991783455
212,sitio2_variante212,2.0202815947682793,5.042413898348602,63.02120959219865
213,sitio2_variante213,3.1658752590170294,5.463381545620615,50.79190418561956
214,sitio2_variante214,1.4865692377173587,11.839135004797617,64.09937473723883
215,sitio2_variante215,2.0568687817424167,16.058009706743636,62.84260954656369
216,sitio2_variante216,2.051404775340953,22.639042088918014,65.60897495014574
217,sitio2_variante217,2.0202451523046436,7.765564064125629,58.45823546843372
218,sitio2_variante218,1.563420238531306,8.645546732128526,53.456146225152146
219,sitio2_variante219,3.310020282019762,12.788197027073169,61.001244279576646
220,sitio2_variante220,1.720549750029999,8.922925925090038,44.69722918888537
221,sitio2_variante221,2.335153815428797,5.2592957095535,47.25373818473061
222,sitio2_variante222,2.309942092851592,5.651705408644456,35.20885873609981
223,sitio2_variante223,1.5496810387534938,6.774266491857247,34.20177444913596
224,sitio2_variante224,2.8281844680422816,17.259603112853483,43.893127127148546
225,sitio2_variante225,3.0019693046652813,15.512877119413147,61.05978555773902
226,sitio2_variante226,1.3577649239544571,18.852796027053564,35.424478324654984
227,sitio2_variante227,1.5193698462484284,22.96658524288927,46.5458870782695
228,sitio2_variante228,2.744065650302632,19.39025639406139,42.022864421874665
229,sitio2_variante229,1.5553668235260285,17.92875323089313,59.28686093101436
230,sitio2_variante230,3.452788871658715,20.508983433148444,62.47516295881911
231,sitio2_variante231,2.6330627110479794,11.073504234623432,56.80329624347539
232,sitio2_variante232,2.320698117096935,8.946416479134966,64.79827888180995
233,sitio2_variante233,1.877421794344424,15.861685071305937,63.08146453005942
234,sitio2_variante234,3.3269770475947116,6.466930346586967,63.434212008563556
235,sitio2_variante235,1.576942605970174,21.939451492814438,46.875975871611146
236,sitio2_variante236,2.5371584940166008,21.496010226657223,57.01395252865328
237,sitio2_variante237,1.3126913292275972,10.921855974042202,50.58409315622287
238,sitio2_variante238,1.3026877498390805,16.705799370604012,48.70779596621855
239,sitio2_variante239,1.3393662437008538,13.656355280250464,43.59927345081235
240,sitio2_variante240,1.366684871815739,13.045589007147848,42.96991422622008
241,sitio2_variante241,1.4164444121589355,17.907833407873532,47.37142951626761
242,sitio2_variante242,1.4686472510375552,21.55827110106484,49.329021388195756
243,sitio2_variante243,1.4572249712651089,5.32758082910063,35.100919834928874
244,sitio2_variante244,2.9662670972907588,8.794210624184625,48.17701028726106
245,sitio2_variante245,2.646379142945513,12.766525064356898,44.12014895638521
246,sitio2_variante246,3.451278158512636,15.19112083487097,33.57544024967946
247,sitio2_variante247,2.394885730653625,14.216469163022337,51.373467872088426
248,sitio2_variante248,2.5368616810166658,21.755030499713236,42.6369870590308
249,sitio2_variante249,3.222170053097204,13.613041343466977,53.766040804327716
250,sitio2_variante250,2.83462534674588,16.81334243869486,44.976636471562976
251,sitio2_variante251,2.4073578366037385,9.484248377165155,63.35786556480133
252,sitio2_variante252,3.032369602150151,10.36540113119397,55.158350813710854
253,sitio2_variante253,1.730828392542092,10.068484103963545,45.26816891177919
254,sitio2_variante254,1.3321488757007844,22.860140132022686,53.95257985635805
255,sitio2_variante255,2.989917354708971,21.576738812648895,56.669528693012694
256,sitio2_variante256,1.563318752386352,14.742302552716923,48.74281285564806
257,sitio2_variante257,1.4428843840114258,4.747993660156183,58.01319535787886
258,sitio2_variante258,3.183991236677188,15.512728805227399,45.75489607203146
259,sitio2_variante259,3.095343105908107,13.247719855829232,55.5767117405654
260,sitio2_variante260,1.7009185872872148,22.87463479968706,34.11565429326262
261,sitio2_variante261,3.116654280454621,15.36448888590492,61.91766194823491
262,sitio2_variante262,3.0252609320020962,16.324725641623427,63.06960746392472
263,sitio2_variante263,3.450622929570038,22.654037332114545,59.43350490525488
264,sitio2_variante264,1.586614259537596,5.926625792878451,45.714782847185816
265,sitio2_variante265,2.412791916035851,14.495952768715881,41.373498527481225
266,sitio2_variante266,2.943226521927075,5.114689852951535,53.55031376663572
267,sitio2_variante267,1.6366635032052428,17.591955805905947,65.6408631611186
268,sitio2_variante268,2.540088583293585,11.05416861220289,56.576251374272985
269,sitio2_variante269,1.4908705218692753,16.84601364034316,35.11625614855012
270,sitio2_variante270,2.302004196769387,17.3796271845712,33.03953279339469
271,sitio2_variante271,1.605069986849835,10.568075019817666,53.57337603066639
272,sitio2_variante272,3.0431079194616526,8.442929642120308,48.34564743117872
273,sitio2_variante273,1.9091024356308368,9.348901538691905,64.39682897685006
274,sitio2_variante274,3.3077121666767946,5.654998434350367,45.063651241652266
275,sitio2_variante275,2.875780938365089,19.401480703651266,42.35357471611241
276,sitio2_variante276,2.536004788477904,14.834460990899828,46.7788357674843
277,sitio2_variante277,1.9105111861766244,14.832614670681318,57.69421531971932
278,sitio2_variante278,1.3261738054386583,17.95422555908084,43.187118138686984
279,sitio2_variante279,2.512843869858264,17.992022884650424,33.6082805320289
280,sitio2_variante280,1.7440265138983593,12.348830147763394,64.33715842125847
281,sitio2_variante281,1.5739309801383878,22.94737505635806,45.82147666231379
282,sitio2_variante282,1.432186207206088,8.141804250906585,34.21181911440146
283,sitio2_variante283,1.4681159317329786,19.80533584597108,48.447780430449065
284,sitio2_variante284,2.0946281897384944,21.63165624706533,61.85700878004329
285,sitio2_variante285,2.104257938059982,21.714790383156718,36.75520852440888
286,sitio2_variante286,1.8260461535178099,7.463471532765192,35.79358115489991
287,sitio2_variante287,1.4673927520940353,19.6828642317427,47.05825851837017
288,sitio2_variante288,2.163827402942085,16.468604512308982,47.27484420925476
289,sitio2_variante289,1.8542203549501175,8.483944140731083,36.90830071062661
290,sitio2_variante290,3.3503937634968146,14.023368482258677,60.45995293637027
291,sitio2_variante291,2.588166974389458,13.900651156772875,41.97087346249661
292,sitio2_variante292,3.12701665087142,16.58030908397405,56.25093757598441
293,sitio2_variante293,2.861041582849075,20.548541514218762,65.17692464816037
294,sitio2_variante294,2.207802635884372,17.54273450818395,60.4777156248505
295,sitio2_variante295,2.0026727593934117,12.487685288470535,40.03987028204682
296,sitio2_variante296,2.0871504257660356,15.305390057891259,62.213927028640555
297,sitio2_variante297,3.2557804942753714,5.547865600598582,63.57050351333085
298,sitio2_variante298,3.082656423362761,19.19307308104916,39.66132398454458
299,sitio2_variante299,2.832753120142545,21.46836601167462,61.7964720509147
300,sitio2_variante300,1.9538139614962304,19.34090264223323,49.79212143926264
301,sitio2_variante301,1.4562887128769595,20.118591389229252,55.64813441443853
302,sitio2_variante302,2.9031748957137955,5.118924714829053,32.74379609157666
303,sitio2_variante303,2.6436344880982445,11.084851360108054,54.11369921448152
304,sitio2_variante304,3.3543027717942966,6.071355935375703,57.451939481332175
305,sitio2_variante305,1.5419839498575065,4.891546978304003,61.271729345304635
306,sitio2_variante306,1.3714342073472856,18.60754338529636,40.34915403199665
307,sitio2_variante307,2.0035340586834334,15.776437433948177,44.58878135687892
308,sitio2_variante308,3.0507325615046126,6.507321930341396,59.467974931480356
309,sitio2_variante309,2.110031858840176,12.609876223777098,47.72336922706613
310,sitio2_variante310,1.938196090656248,20.934542231542245,63.029057854967306
311,sitio2_variante311,2.8756169930910307,22.079319852010926,34.939614833826106
312,sitio2_variante312,2.056892559289299,13.79088742039668,65.56847953103318
313,sitio2_variante313,1.702232243537019,11.274509942047501,44.220673186282525
314,sitio2_variante314,3.3525499732525255,12.312885781942963,62.50434116134003
315,sitio2_variante315,3.4587968896871955,18.604457084182638,32.20096910517486
316,sitio2_variante316,1.8400235175156907,21.142566483413667,37.32896447364685
317,sitio2_variante317,1.807501838155956,5.6036858392306605,36.56537408805866
318,sitio2_variante318,3.2730699332893765,21.56865893473031,53.93629885793085
319,sitio2_variante319,1.3201456849827984,20.332401355840155,35.88679818803307
320,sitio2_variante320,2.842010535173202,20.979543738155684,57.28243577620552
321,sitio2_variante321,2.8798773450952964,8.306175362213969,56.393680313139356
322,sitio2_variante322,3.0687301829819935,6.0575765155107995,33.28342150327007
323,sitio2_variante323,2.7067764767914646,6.175107039389943,51.64603175496275
324,sitio2_variante324,2.783405919256834,8.19151208226473,58.25301403004866
325,sitio2_variante325,3.135692059524735,9.231530772600436,36.875076622242496
326,sitio2_variante326,2.4919932596769776,21.181991908787175,37.98448808025179
327,sitio2_variante327,1.8348337150526213,13.875182942798357,44.17085637566255
328,sitio2_variante328,2.910168509435186,12.465564814522583,32.42102627665944
329,sitio2_variante329,1.7173851410309777,11.559318668803446,53.89817523814328
330,sitio2_variante330,2.1690391666695215,15.110850289535112,39.812306244032506
331,sitio2_variante331,2.1749973984725077,13.56851717802747,64.34997292700456
332,sitio2_variante332,2.907430484875122,11.305540546648743,42.618089205830984
333,sitio2_variante333,1.7942953391776106,16.593104854400096,43.21858532979455
334,sitio2_variante334,1.8218166100642275,10.351840045533947,43.56915258097192
335,sitio2_variante335,2.8884672173511827,18.92393422093824,35.17827036632009
336,sitio2_variante336,1.587490595911384,18.64642545105808,46.431406497046275
337,sitio2_variante337,1.3802395837009154,20.636439501060487,65.5942802186185
338,sitio2_variante338,3.198815478328271,7.862123666846017,52.56479513023455
339,sitio2_variante339,3.319413979060454,9.39933068738366,40.66215033873682
340,sitio2_variante340,1.5073460631949593,17.121004694430358,32.46272359326703
341,sitio2_variante341,2.460302229457823,7.52996897076139,53.77320990234311
342,sitio2_variante342,2.519571320312544,12.351857756917784,38.71358846717681
343,sitio2_variante343,2.6854776641378644,16.392733490378617,38.152102028427514
344,sitio2_variante344,2.442334221615623,15.10683787568209,60.0644401783305
345,sitio2_variante345,3.126647575525459,6.534019689966561,40.16748769146827
346,sitio2_variante346,3.2915042536216843,22.878175962492694,40.2326594806141
347,sitio2_variante347,2.5917863042669245,10.09924828146415,59.43208326351244
348,sitio2_variante348,1.9658891199826751,5.865754735224353,61.48702810532713
349,sitio2_variante349,2.208476569444184,11.989772384305423,64.27522302203533
350,sitio2_variante350,2.979793929097974,18.87990076096736,40.64952491216585
351,sitio2_variante351,2.4315214941663053,17.48158190357189,34.15533584095095
352,sitio2_variante352,2.5046737565502184,22.687442765177597,46.07325679806143
353,sitio2_variante353,2.695623567581139,13.514904774010347,62.94793682195294
354,sitio2_variante354,2.5245674054710303,5.744350803093188,63.41273540414147
355,sitio2_variante355,1.62172059288724,7.197950107545376,32.07238437253693
356,sitio2_variante356,2.266168506607435,18.436758476448414,55.55691475276271
357,sitio2_variante357,1.9177127197704915,18.893573425160596,58.41438344789995
358,sitio2_variante358,3.451862590617713,21.807682240863073,34.60752467009471
359,sitio2_variante359,1.5661190394630053,10.302317592310768,32.619760607821924
360,sitio2_variante360,3.1779874940900354,18.556688374538595,32.796788848960276
361,sitio2_variante361,2.262187646501999,22.660501539250276,62.56109829578237
362,sitio2_variante362,1.8747450403041794,13.86174333741165,49.01163469012001
363,sitio2_variante363,1.4355801759212907,17.22077924809737,37.147926917573905
364,sitio2_variante364,2.2025758728799625,22.042204489681925,42.39035232737742
365,sitio2_variante365,2.537839047599089,13.700006724455228,43.455651431667455
366,sitio2_variante366,3.2728117592820762,11.644726945220507,61.468683226612285
367,sitio2_variante367,2.021344842738925,9.824063813123427,58.491460744465385
368,sitio2_variante368,2.1352732144630666,16.675660905499857,41.45827266042008
369,sitio2_variante369,2.5858915123556634,11.547899884229992,65.95909572551952
370,sitio2_variante370,3.264832333872195,6.714152634726227,33.57889576230755
371,sitio2_variante371,3.244387716876351,8.054352536309228,42.031961796791336
372,sitio2_variante372,1.7405030859871105,8.994080141289679,43.78496604183068
373,sitio2_variante373,1.6101971170859586,9.611246796677033,59.5432627984888
374,sitio2_variante374,1.4589546329908474,22.42996775289912,37.021549400859996
375,sitio2_variante375,2.980154335186053,11.200227963231196,59.272523385238614
376,sitio2_variante376,1.5520111730067598,21.273158919515893,33.40231537360002
377,sitio2_variante377,2.2501144178369725,8.740836058769105,42.917413208138186
378,sitio2_variante378,1.4612573132477635,13.150113699395686,58.77779243661089
379,sitio2_variante379,3.3102442114944735,22.548516090829093,50.08539547526135
380,sitio2_variante380,2.8791089657779643,16.461271413249804,38.04551254616492
381,sitio2_variante381,3.213991662102908,5.3643260789065,59.6276187236966
382,sitio2_variante382,3.334453965070953,8.420024628299409,55.02706375760793
383,sitio2_variante383,3.3046986474040096,12.873625339784017,61.20908021612152
384,sitio2_variante384,2.824218763072879,9.412880999292222,41.627254872641714
385,sitio2_variante385,3.479381308587171,4.945134118851707,50.372644822946654
386,sitio2_variante386,1.5847826976169603,8.494055493323048,43.98153265836851
387,sitio2_variante387,2.4715479170326877,14.970237165381388,43.68015355103688
388,sitio2_variante388,2.647857320194464,22.821507331780634,35.92848156264858
389,sitio2_variante389,2.4326068918632653,17.102736440234096,37.46735407204183
390,sitio2_variante390,3.325083872170299,9.56423432077733,65.42435681561257
391,sitio2_variante391,2.2655396915354737,19.05108463595021,40.22638168544379
